醫事機構代碼,機構服務項目代碼
3732013832,P
3732013832,Y
3732013850,A
3732013850,P
3732013850,Y
3732013869,A
3732013869,P
3732013869,Y
3732013878,A
3732013878,P
3732013887,A
3732013887,P
3732013887,Y
3732013912,A
3732013912,P
3732013912,Y
3732013921,A
3732013921,P
3732013921,Y
3732013958,A
3732013958,P
3732013958,Y
3732013967,A
3732013967,P
3732013967,Y
3732013976,A
3732013976,P
3732013976,Y
3732013985,A
3732013985,P
3732013985,Y
3732014008,A
3732014008,P
3732014008,Y
3732014017,A
3732014017,P
3732014017,Y
3732014026,A
3732014026,P
3732014026,Y
3732014035,A
3732014035,P
3732014035,Y
3732014044,A
3732014044,P
3732014071,A
3732014080,A
3732014080,Y
3732014099,A
3732014099,Y
3732014106,A
3732014106,P
3732014106,Y
3732014115,A
3732014124,A
3732014133,A
3732014142,A
3732014151,A
3732014160,A
3732014179,A
3732014188,A
3732014197,A
3732014204,A
3732014204,P
3732014213,A
3732014213,P
3732014213,Y
3732014222,A
3732014231,A
3732014240,A
3732014259,A
3732014259,P
3732014259,Y
3732014268,A
3732014268,P
3732014277,A
3732014286,A
3732014295,A
3732014295,P
3732014295,Y
3732014302,A
3732014302,P
3732014302,Y
3732014311,A
3732014311,P
3732014320,A
3732014320,P
3732014339,A
3732014348,A
3732014348,P
3732014348,Y
3732014357,A
3732014366,A
3732014366,P
3732014366,Y
3732014375,A
3732014375,P
3732014375,Y
3732014384,A
3732014384,P
3732014384,Y
3732014393,A
3732014393,P
3732014393,Y
3732014400,A
3732014400,P
3732014428,A
3732014428,P
3732014428,Y
3732014437,A
3732014437,P
3732014446,A
3732014446,P
3732014446,Y
3732014455,A
3732014473,A
3732014508,A
3732014517,A
3732014517,P
3732014517,Y
3732014526,A
3732014535,A
3732014535,P
3732014535,Y
3732014544,A
3732014544,P
3732014544,Y
3732014553,A
3732014562,A
3732014562,P
3732014562,Y
3732014580,A
3732014580,P
3732014580,Y
3732014599,A
3732014599,P
3732020079,A
3732020079,P
3732020079,Y
3732020113,A
3732020113,P
3732020140,A
3732020195,A
3732020195,P
3732020202,A
3732020202,P
3732020202,Y
3732020211,A
3732020211,P
3732020211,Y
3732020220,A
3732020220,P
3732020220,Y
3732020275,A
3732020275,P
3732020275,Y
3732020284,A
3732020284,P
3732020284,Y
3732020328,A
3732020328,P
3732020328,Y
3732020346,A
3732020346,P
3732020373,A
3732020373,P
3732020373,Y
3732020391,A
3732020391,P
3732020391,Y
3732020426,A
3732020426,P
3732020435,A
3732020435,P
3732020435,Y
3732020462,A
3732020462,Y
3732020579,A
3732020579,P
3732020579,Y
3732020597,A
3732020597,P
3732020613,A
3732020613,P
3732020622,A
3732020622,P
3732020659,A
3732020659,P
3732020659,Y
3732020668,A
3732020668,P
3732020668,Y
3732020677,A
3732020677,P
3732020677,Y
3732020695,A
3732020695,P
3732020695,Y
3732020720,A
3732020720,P
3732020720,Y
3732020748,A
3732020748,P
3732020748,Y
3732020775,A
3732020775,P
3732020775,Y
3732020800,A
3732020800,P
3732020820,A
3732020820,P
3732020820,Y
3732020828,A
3732020828,P
3732020828,Y
3732020846,A
3732020846,P
3732020846,Y
3732020873,A
3732020873,P
3732020873,Y
3732020908,A
3732020908,P
3732020908,Y
3732020953,A
3732020953,P
3732020953,Y
3732021129,A
3732021129,P
3732021129,Y
3732021138,A
3732021138,P
3732021138,Y
3732021147,A
3732021147,P
3732021147,Y
3732021209,A
3732021209,P
3732021209,Y
3732021263,A
3732021263,P
3732021281,A
3732021281,P
3732021281,Y
3732021290,A
3732021290,P
3732021334,A
3732021352,A
3732021352,P
3732022340,A
3732022340,P
3732022340,Y
3732022359,A
3732022359,P
3732022359,Y
3732022377,A
3732022377,P
3732022377,Y
3732022386,A
3732022386,P
3732022386,Y
3732022448,A
3732022448,P
3732022448,Y
3732022475,A
3732022475,P
3732022475,Y
3732022500,A
3732022500,P
3732022500,Y
3732022564,A
3732022564,P
3732022573,A
3732022573,P
3732022573,Y
3732022582,A
3732022582,P
3732022582,Y
3732022591,A
3732022591,P
3732022591,Y
3732022608,A
3732022608,P
3732022608,Y
3732022617,A
3732022617,P
3732022617,Y
3732022626,A
3732022626,P
3732022635,A
3732022635,P
3732022635,Y
3732022644,A
3732022644,P
3732022653,A
3732022653,P
3732022653,Y
3732022671,A
3732022671,P
3732022671,Y
3732022680,A
3732022680,P
3732022680,Y
3732022706,A
3732022706,Y
3732022724,A
3732022804,A
3732022804,Y
3732022822,A
3732022822,Y
3732022840,A
3732022868,A
3732022868,Y
3732022877,A
3732022877,P
3732022877,Y
3732022886,A
3732022895,A
3732022895,P
3732022895,Y
3732022902,A
3732022902,P
3732022966,A
3732022966,Y
3732022984,A
3732022984,Y
3732023025,A
3732023025,Y
3732023052,A
3732023052,Y
3732023061,A
3732023061,Y
3732023070,A
3732023070,P
3732023070,Y
3732023089,A
3732023089,Y
3732023098,A
3732023098,Y
3732023105,A
3732023123,A
3732023132,A
3732023132,P
3732023150,A
3732023150,P
3732023150,Y
3732023178,A
3732023187,A
3732023187,Y
3732023196,A
3732023212,A
3732023221,A
3732023221,P
3732023221,Y
3732023230,A
3732023230,P
3732023249,A
3732023258,A
3732023258,P
3732023267,A
3732023267,Y
3732023294,A
3732023294,P
3732023294,Y
3732023310,A
3732023310,P
3732023310,Y
3732023338,P
3732023338,Y
3732023347,A
3732023347,P
3732023347,Y
3732023356,A
3732023356,P
3732023356,Y
3732023374,A
3732023374,P
3732023374,Y
3732023383,A
3732023383,P
3732023383,Y
3732023409,A
3732023409,P
3732023409,Y
3732023418,A
3732023418,P
3732023418,Y
3732023427,A
3732023427,P
3732023427,Y
3732023436,A
3732023445,A
3732023454,A
3732023454,Y
3732023463,A
3732023463,P
3732023472,A
3732023472,P
3732023481,A
3732023481,P
3732023481,Y
3732023507,A
3732023507,P
3732023507,Y
3732023516,A
3732023516,P
3732023516,Y
3732023525,A
3732023525,P
3732023525,Y
3732023534,A
3732023534,P
3732023534,Y
3732023543,A
3732023543,P
3732023543,Y
3732023552,A
3732023552,P
3732023552,Y
3732023561,A
3732023561,P
3732023561,Y
3732023570,A
3732023570,P
3732023570,Y
3732023589,A
3732023589,P
3732023589,Y
3732023598,A
3732023598,P
3732023598,Y
3732023605,A
3732023614,A
3732023623,A
3732023632,A
3732023632,P
3732023641,A
3732023641,P
3732023641,Y
3732023650,A
3732023650,P
3732023669,P
3732023669,Y
3732023678,A
3732023678,P
3732023687,A
3732023696,A
3732023696,P
3732023696,Y
3732023703,A
3732023712,A
3732023712,Y
3732023721,A
3732023721,P
3732023749,P
3732023749,Y
3732023758,A
3732023767,A
3732023767,P
3732023767,Y
3732023776,A
3732023776,D
3732023776,Y
3732030011,A
3732030011,P
3732030011,Y
3732030020,A
3732030020,P
3732030020,Y
3732030066,A
3732030066,P
3732030066,Y
3732030075,A
3732030075,P
3732030075,Y
3732030093,A
3732030093,P
3732030093,Y
3732030155,A
3732030155,P
3732030155,Y
3732030164,A
3732030164,P
3732030164,Y
3732031241,A
3732031241,P
3732031241,Y
3732031278,Y
3732031296,A
3732031296,P
3732031296,Y
3732031312,A
3732031312,P
3732031312,Y
3732031321,A
3732031321,P
3732031321,Y
3732031330,A
3732031330,P
3732031349,A
3732031349,P
3732031349,Y
3732031358,A
3732031358,P
3732031358,Y
3732031367,A
3732031376,A
3732031376,P
3732031376,Y
3732040017,A
3732040017,P
3732040017,Y
3732040035,A
3732040035,P
3732040106,A
3732040106,P
3732040106,Y
3732040133,A
3732040133,P
3732040133,Y
3732040142,A
3732040142,P
3732040179,A
3732040179,P
3732040197,A
3732040197,P
3732040197,Y
3732040213,A
3732040213,P
3732040213,Y
3732040231,A
3732040231,P
3732040231,Y
3732040268,Y
3732040295,A
3732040295,P
3732040295,Y
3732041283,A
3732041283,P
3732041283,Y
3732041318,A
3732041318,P
3732041318,Y
3732041336,A
3732041336,P
3732041336,Y
3732041345,A
3732041345,Y
3732041407,A
3732041407,P
3732041416,A
3732041425,A
3732041425,Y
3732041434,A
3732041434,P
3732041434,Y
3732041443,A
3732041461,A
3732041461,P
3732041461,Y
3732041470,A
3732041470,P
3732041470,Y
3732041489,A
3732041489,P
3732041489,Y
3732041498,A
3732041498,P
3732041498,Y
3732041505,A
3732041514,A
3732041514,Y
3732041523,A
3732041532,A
3732041532,P
3732041532,Y
3732041541,A
3732041550,A
3732041550,P
3732041550,Y
3732041569,A
3732050013,A
3732050013,P
3732050013,Y
3732050022,A
3732050022,P
3732050022,Y
3732050059,A
3732050059,P
3732050086,A
3732050086,P
3732050086,Y
3732050111,A
3732050111,P
3732050111,Y
3732050120,A
3732050120,P
3732050120,Y
3732050139,A
3732050139,P
3732050139,Y
3732051314,A
3732051314,P
3732051314,Y
3732051332,A
3732051332,P
3732051332,Y
3732051430,A
3732051430,Y
3732051485,A
3732051485,P
3732051485,Y
3732051510,A
3732051510,Y
3732051556,A
3732051556,Y
3732051565,A
3732051565,Y
3732051574,A
3732051574,Y
3732051592,A
3732051609,A
3732051609,Y
3732051618,A
3732051618,Y
3732051636,A
3732051636,P
3732051636,Y
3732051645,A
3732051645,D
3732051645,Y
3732051654,A
3732051654,Y
3732051663,A
3732051663,P
3732051663,Y
3732051681,A
3732051681,Y
3732051690,A
3732051690,P
3732051690,Y
3732051707,A
3732051716,A
3732051716,Y
3732051725,A
3732051734,A
3732051734,P
3732051734,Y
3732051743,A
3732051743,P
3732051743,Y
3732051752,A
3732051752,P
3732051752,Y
3732051761,A
3732051761,P
3732051761,Y
3732051770,A
3732051770,P
3732051770,Y
3732051798,A
3732051798,P
3732051798,Y
3732051805,A
3732051805,P
3732051814,A
3732051814,P
3732051814,Y
3732051823,A
3732051823,P
3732051823,Y
3732051841,A
3732051841,P
3732051850,A
3732051850,P
3732051850,Y
3732051878,A
3732051887,A
3732051896,A
3732051896,P
3732051896,Y
3732051903,A
3732051903,P
3732051912,A
3732051921,P
3732051921,Y
3732051930,A
3732051930,P
3732051930,Y
3732051949,A
3732051958,A
3732060019,A
3732060019,P
3732060028,A
3732060028,P
3732060064,A
3732060064,P
3732060064,Y
3732060126,A
3732060126,P
3732060126,Y
3732060144,A
3732060144,P
3732060153,A
3732060153,P
3732060153,Y
3732061187,A
3732061187,P
3732061187,Y
3732061221,A
3732061221,P
3732061221,Y
3732061249,A
3732061249,Y
3732061267,A
3732061276,A
3732061276,P
3732061276,Y
3732061285,A
3732061294,A
3732061294,P
3732061294,Y
3732070015,A
3732070015,P
3732070015,Y
3732070042,A
3732070042,P
3732070042,Y
3732070051,A
3732070051,P
3732070051,Y
3732070060,A
3732070060,P
3732070060,Y
3732070104,A
3732070104,P
3732070104,Y
3732070195,A
3732070195,Y
3732070202,A
3732070202,P
3732070202,Y
3732070220,A
3732070220,P
3732070257,A
3732070257,P
3732070257,Y
3732070266,A
3732070266,P
3732070266,Y
3732071307,A
3732071307,P
3732071307,Y
3732071361,A
3732071361,Y
3732071389,A
3732071389,Y
3732071405,A
3732071405,P
3732071441,A
3732071441,P
3732071450,A
3732071450,Y
3732071478,A
3732071503,A
3732071503,P
3732071503,Y
3732071521,A
3732071521,Y
3732071530,A
3732071576,A
3732071576,P
3732071576,Y
3732071585,A
3732071585,P
3732071585,Y
3732071601,A
3732071601,P
3732071601,Y
3732071610,A
3732071610,P
3732071610,Y
3732071629,A
3732071629,P
3732071638,A
3732071638,P
3732071638,Y
3732071647,A
3732071647,P
3732071647,Y
3732071656,A
3732071656,P
3732071656,Y
3732071665,A
3732071665,P
3732071665,Y
3732071674,A
3732071674,P
3732071674,Y
3732071683,A
3732071683,P
3732071683,Y
3732071709,A
3732071709,P
3732071718,A
3732071727,A
3732071727,P
3732071727,Y
3732071736,A
3732071736,P
3732071745,A
3732071754,A
3732071763,A
3732071772,A
3732080011,A
3732080011,P
3732080011,Y
3732080057,A
3732080057,P
3732080084,A
3732080084,P
3732080084,Y
3732080093,A
3732080093,P
3732080146,A
3732080146,P
3732080146,Y
3732080191,A
3732080191,P
3732080208,A
3732080208,P
3732080315,A
3732080315,P
3732080324,A
3732080324,P
3732080333,A
3732080333,P
3732080333,Y
3732080379,A
3732080379,P
3732080388,A
3732080388,P
3732080388,Y
3732080413,A
3732080413,P
3732080413,Y
3732080431,A
3732080431,P
3732080431,Y
3732081465,A
3732081465,P
3732081492,A
3732081492,P
3732081492,Y
3732081518,Y
3732081536,A
3732081536,P
3732081590,A
3732081590,P
3732081590,Y
3732081616,A
3732081616,P
3732081616,Y
3732081643,A
3732081643,P
3732081661,A
3732081661,P
3732081661,Y
3732081689,A
3732081698,A
3732081705,A
3732081705,P
3732081705,Y
3732081714,A
3732081714,P
3732081723,A
3732081723,P
3732081732,A
3732081732,P
3732081732,Y
3732081741,A
3732081741,P
3732081750,A
3732081750,P
3732081769,A
3732081778,A
3732081787,A
3732081796,A
3732081796,P
3732081796,Y
3732081803,A
3732081830,A
3732081830,P
3732081849,A
3732081849,D
3732081849,Y
3732081858,A
3732081858,P
3732081867,A
3732081867,P
3732081867,Y
3732081876,A
3732081885,A
3732081894,A
3732081901,A
3732081910,A
3732081910,P
3732081910,Y
3732081929,A
3732081938,A
3732090080,A
3732090080,P
3732090080,Y
3732090106,A
3732090106,P
3732090106,Y
3732090133,A
3732090133,P
3732090133,Y
3732090151,A
3732090151,P
3732090151,Y
3732090160,A
3732090160,Y
3732090164,Y
3732090197,A
3732090197,P
3732090197,Y
3732090240,A
3732090240,P
3732091247,A
3732091247,P
3732091247,Y
3732091283,A
3732091283,P
3732091283,Y
3732091309,A
3732091309,P
3732091309,Y
3732091318,A
3732091318,Y
3732091327,Y
3732091336,A
3732091336,Y
3732091345,A
3732091354,A
3732091363,A
3732091363,P
3732091363,Y
3732091381,A
3732091381,P
3732091381,Y
3732091407,A
3732091407,P
3732091407,Y
3732091416,A
3732091425,A
3732091425,P
3732091425,Y
3732091434,P
3732091434,Y
3732091443,A
3732091443,P
3732091443,Y
3732091452,A
3732091452,P
3732091452,Y
3732100018,Y
3732100054,A
3732100054,P
3732100054,Y
3732100072,A
3732100072,P
3732100072,Y
3732100125,A
3732100125,P
3732100125,Y
3732100143,A
3732100143,P
3732100143,Y
3732100161,A
3732100161,P
3732100161,Y
3732100170,A
3732100170,P
3732100170,Y
3732100278,A
3732100278,P
3732100278,Y
3732100312,A
3732100312,P
3732100312,Y
3732100321,A
3732100321,P
3732101524,A
3732101524,P
3732101524,Y
3732101533,A
3732101533,P
3732101533,Y
3732101542,A
3732101542,P
3732101542,Y
3732101579,A
3732101579,P
3732101579,Y
3732101588,A
3732101588,P
3732101613,A
3732101613,Y
3732101622,A
3732101622,P
3732101631,A
3732101631,Y
3732101668,A
3732101668,Y
3732101695,A
3732101702,A
3732101702,P
3732101702,Y
3732101711,A
3732101711,P
3732101711,Y
3732101720,A
3732101720,P
3732101720,Y
3732101739,A
3732101739,Y
3732101748,A
3732101748,P
3732101748,Y
3732101766,A
3732101766,P
3732101766,Y
3732101775,A
3732101784,A
3732101793,A
3732101793,P
3732101800,A
3732101800,P
3732101819,A
3732101819,P
3732101819,Y
3732101828,A
3732101828,P
3732101837,A
3732101837,P
3732101837,Y
3732101846,A
3732101846,P
3732101846,Y
3732101855,A
3732101855,P
3732101855,Y
3732110014,A
3732110014,P
3732110014,Y
3732111066,A
3732111066,Y
3732111075,A
3732111075,P
3732111084,A
3732111084,P
3732111084,Y
3732120047,A
3732120047,P
3732121115,A
3732121115,P
3732121115,Y
3732121124,A
3732121124,P
3732121124,Y
3732121160,A
3732121160,Y
3732121179,A
3732121179,P
3732121179,Y
3732121188,A
3732121188,P
3732121188,Y
3732121197,A
3732121197,P
3732121197,Y
3733010013,A
3733010013,P
3733010013,Y
3733010022,A
3733010022,P
3733010022,Y
3733010040,A
3733010040,P
3733010077,A
3733010077,P
3733010077,Y
3733020019,A
3733020019,P
3733020019,Y
3733020046,A
3733020046,P
3733020064,A
3733020064,P
3733020064,Y
3733030015,A
3733030015,P
3733030015,Y
3733030024,A
3733030024,P
3733030024,Y
3733030097,A
3733030097,P
3733030097,Y
3733030113,A
3733030113,P
3733030113,Y
3733030131,A
3733030131,P
3733030131,Y
3733030140,A
3733030140,P
3733030140,Y
3733030159,A
3733030159,P
3733030159,Y
3733030177,A
3733030177,Y
3733030186,A
3733030186,P
3733030186,Y
3733031192,A
3733031192,P
3733031192,Y
3733031236,A
3733031236,Y
3733031263,A
3733031263,Y
3733031272,A
3733031272,Y
3733031281,A
3733031307,A
3733031307,Y
3733031316,A
3733031316,P
3733031316,Y
3733031325,A
3733031325,P
3733031325,Y
3733031343,A
3733031343,P
3733031343,Y
3733050026,A
3733050026,P
3733050026,Y
3733050035,A
3733050035,P
3733050035,Y
3733050080,A
3733050080,P
3733050106,A
3733050106,P
3733050106,Y
3733050124,A
3733050124,P
3733050124,Y
3733050142,A
3733050142,P
3733050142,Y
3733050151,A
3733050151,P
3733050151,Y
3733050160,A
3733050160,P
3733050160,Y
3733050179,A
3733050179,P
3733050179,Y
3733051201,A
3733051201,P
3733051201,Y
3733051210,A
3733051210,P
3733051210,Y
3733051229,Y
3733051238,A
3733051238,P
3733051238,Y
3733051247,A
3733051247,P
3733051265,A
3733051265,P
3733051265,Y
3733051274,A
3733051274,Y
3733051283,A
3733051283,Y
3733051309,A
3733051309,Y
3733051327,A
3733051327,P
3733051327,Y
3733051336,A
3733051336,Y
3733051345,A
3733051345,Y
3733051363,A
3733051363,P
3733051363,Y
3733051387,A
3733051387,P
3733051387,Y
3733051407,A
3733051407,Y
3733051416,A
3733051434,A
3733051434,Y
3733051443,A
3733051452,A
3733051452,Y
3733051461,A
3733051461,Y
3733051470,A
3733051470,P
3733051470,Y
3733051489,A
3733051489,P
3733051489,Y
3733051505,A
3733051514,A
3733051523,A
3733051523,Y
3733051541,A
3733051541,P
3733051541,Y
3733051550,A
3733051550,D
3733051550,Y
3733051569,A
3733051569,P
3733051587,A
3733051587,P
3733051603,A
3733051621,A
3733051621,P
3733051630,A
3733051630,P
3733051630,Y
3733051649,A
3733051649,P
3733051649,Y
3733051658,A
3733051667,A
3733051676,A
3733051676,P
3733051676,Y
3733051685,A
3733051685,P
3733051685,Y
3733051694,A
3733051694,P
3733051694,Y
3733051701,A
3733051701,P
3733051701,Y
3733051729,A
3733051738,A
3733051738,P
3733051738,Y
3733051756,A
3733051756,P
3733051756,Y
3733051774,A
3733051774,P
3733051783,A
3733051783,P
3733051783,Y
3733051792,A
3733051809,A
3733051809,P
3733051809,Y
3733051827,A
3733051845,A
3733051854,A
3733051863,A
3733051872,A
3733051881,A
3733051881,P
3733051881,Y
3733051890,A
3733051907,A
3733051916,A
3733051916,P
3733051934,A
3733051934,P
3733051934,Y
3733051952,A
3733051952,P
3733051961,A
3733051970,A
3733051970,P
3733051970,Y
3733051989,A
3733051998,A
3733052002,A
3733052011,A
3733052011,P
3733052011,Y
3733052020,A
3733052020,P
3733052039,A
3733052039,P
3733052039,Y
3733052048,A
3733060031,A
3733060031,P
3733060031,Y
3733060068,A
3733060068,P
3733060068,Y
3733060077,A
3733060077,P
3733060077,Y
3733060086,A
3733060086,P
3733060086,Y
3733060095,A
3733060095,P
3733060095,Y
3733060102,A
3733060102,P
3733060102,Y
3733061118,A
3733061118,P
3733061118,Y
3733061172,A
3733061172,Y
3733061181,A
3733061181,P
3733061190,A
3733061190,P
3733061234,A
3733061252,A
3733080015,A
3733080015,P
3733080015,Y
3733080033,Y
3733080042,A
3733080042,P
3733080042,Y
3733081101,A
3733081101,P
3733081101,Y
3733081138,Y
3733081147,P
3733081183,A
3733081183,Y
3733081192,A
3733081192,Y
3733081209,A
3733081209,P
3733081209,Y
3733081218,Y
3733081227,A
3733081227,P
3733081236,A
3733081245,A
3733081254,A
3733081254,P
3733081254,Y
3733090011,A
3733090011,P
3733090020,A
3733090020,P
3733090020,Y
3733101046,A
3733101046,P
3733101046,Y
3733111033,A
3733111033,P
3733111033,Y
3734010017,A
3734010017,P
3734010026,A
3734010026,P
3734010071,A
3734010071,P
3734010106,A
3734010106,P
3734010106,Y
3734010115,A
3734010115,P
3734010124,A
3734010124,P
3734010124,Y
3734010133,A
3734010133,P
3734010142,A
3734010142,P
3734010151,A
3734010151,P
3734010151,Y
3734010160,A
3734010160,P
3734010188,A
3734010188,P
3734010213,A
3734010213,P
3734010213,Y
3734010240,A
3734010240,P
3734010259,A
3734010259,P
3734010268,A
3734010268,P
3734010295,A
3734010295,P
3734011336,A
3734011336,P
3734011345,A
3734011345,P
3734011354,A
3734011354,P
3734011363,A
3734011363,P
3734011381,A
3734011381,P
3734011381,Y
3734011390,A
3734011390,P
3734011390,Y
3734011407,A
3734011407,P
3734011416,A
3734011416,P
3734011425,A
3734011425,P
3734011443,A
3734011443,P
3734011443,Y
3734011470,A
3734011470,P
3734011489,A
3734011489,P
3734011498,A
3734011498,P
3734011505,A
3734011505,Y
3734011514,A
3734011514,P
3734011523,A
3734011523,Y
3734011532,A
3734011532,P
3734011532,Y
3734011541,A
3734011541,P
3734011541,Y
3734011550,A
3734011550,P
3734011550,Y
3734011569,A
3734011569,P
3734011569,Y
3734011578,A
3734011578,P
3734011578,Y
3734011596,A
3734011596,P
3734011596,Y
3734011603,A
3734011603,P
3734011630,A
3734011630,P
3734011649,A
3734011649,P
3734011649,Y
3734020013,A
3734020013,P
3734020013,Y
3734020040,A
3734020040,P
3734020077,A
3734020077,P
3734020120,A
3734020120,P
3734020139,A
3734020139,P
3734020166,A
3734020166,P
3734020166,Y
3734020175,A
3734020175,P
3734020200,A
3734020200,P
3734020200,Y
3734020219,A
3734020219,P
3734020219,Y
3734020237,A
3734020237,P
3734020273,A
3734020273,P
3734020273,Y
3734020282,A
3734020282,P
3734020282,Y
3734020291,A
3734020291,P
3734020308,A
3734020308,P
3734020317,A
3734020317,P
3734020335,A
3734020335,P
3734020344,A
3734020344,P
3734020353,A
3734020353,P
3734020353,Y
3734020362,A
3734020362,P
3734021378,A
3734021378,P
3734021387,A
3734021387,P
3734021403,A
3734021403,P
3734021412,A
3734021412,P
3734021421,A
3734021421,P
3734021421,Y
